id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text,322,14,MBA Management Digital,Aucune,"['Digital Strategy', 'Email Campaigns', 'Content Creation', 'SEO', 'Brand Management', 'Analytics', 'Copywriting']","['Créativité', 'Leadership', 'Pensée analytique']","['Arabe', 'Espagnol']","Montréal, Canada",Pas mobile,Immédiate,"Expériences: Chargé de communication web chez DevFactory (2013-2018). Diplômes: MBA Management Digital. Certifications: Aucune. Compétences techniques: Digital Strategy, Email Campaigns, Content Creation, SEO, Brand Management, Analytics, Copywriting. Compétences comportementales: Créativité, Leadership, Pensée analytique. Langues: Arabe, Espagnol. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Chargé de communication web."
,,,,,,,,,,,898.0,10.0,Licence Informatique,Adobe Certified Expert,"['InDesign', 'Illustrator', 'Prototyping', 'Adobe Photoshop', 'Figma', 'Sketch', 'UI/UX Design']","['Esprit critique', 'Leadership', 'Travail en équipe']","['Arabe', 'Anglais']","Abidjan, Côte d’Ivoire",Mobile,Dans 1 mois,"Expériences: Level designer chez StartDev (2017-2020). Level designer chez StartDev (2018-2021). Level designer chez FinTechX (2018-2020). Diplômes: Licence Informatique. Certifications: Adobe Certified Expert. Compétences techniques: InDesign, Illustrator, Prototyping, Adobe Photoshop, Figma, Sketch, UI/UX Design. Compétences comportementales: Esprit critique, Leadership, Travail en équipe. Langues: Arabe, Anglais. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Level designer."
,,,,,,,,,,,899.0,9.0,Master Informatique,Scrum Master,"['Prototyping', 'Figma', 'Typography', 'Illustrator']","['Leadership', 'Travail en équipe', 'Esprit critique']","['Allemand', 'Arabe', 'Français']","Montréal, Canada",Pas mobile,Dans 1 mois,"Expériences: Level designer chez BigDataCorp (2018-2022). Level designer chez CloudOps (2016-2021). Diplômes: Master Informatique. Certifications: Scrum Master. Compétences techniques: Prototyping, Figma, Typography, Illustrator. Compétences comportementales: Leadership, Travail en équipe, Esprit critique. Langues: Allemand, Arabe, Français. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Level designer."
,,,,,,,,,,,900.0,8.0,Diplôme d’ingénieur Logiciel,AWS Certified Solutions Architect,"['Adobe Photoshop', 'Typography', 'Sketch', 'UI/UX Design', 'Prototyping', 'Figma']","['Empathie', 'Gestion du temps', 'Pensée analytique']","['Anglais', 'Espagnol', 'Arabe']","Dakar, Sénégal",Mobile,Dans 1 mois,"Expériences: Level designer chez TechCorp (2018-2023). Level designer chez HealthAI (2022-2023). Level designer chez CloudOps (2022-2023). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: AWS Certified Solutions Architect. Compétences techniques: Adobe Photoshop, Typography, Sketch, UI/UX Design, Prototyping, Figma. Compétences comportementales: Empathie, Gestion du temps, Pensée analytique. Langues: Anglais, Espagnol, Arabe. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Level designer."
,,,,,,,,,,,901.0,3.0,Master Design,Aucune,"['InDesign', 'Sketch', 'Illustrator', 'Typography', 'Adobe Photoshop']","['Pensée analytique', 'Leadership', 'Travail en équipe']","['Français', 'Allemand']","Montréal, Canada",Ouvert au télétravail,Dans 1 mois,"Expériences: Level designer chez HealthAI (2020-2023). Diplômes: Master Design. Certifications: Aucune. Compétences techniques: InDesign, Sketch, Illustrator, Typography, Adobe Photoshop. Compétences comportementales: Pensée analytique, Leadership, Travail en équipe. Langues: Français, Allemand. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Level designer."
,,,,,,,,,,,902.0,3.0,MBA Management Digital,Google Data Engineer,"['C#', 'Animation', 'Level Design', 'Multiplayer Networking', 'AI for Games', 'Unity']","['Pensée analytique', 'Adaptabilité', 'Communication']","['Allemand', 'Espagnol', 'Français']","Casablanca, Maroc",Ouvert au télétravail,Dans 1 mois,"Expériences: Animateur esport chez BigDataCorp (2020-2022). Animateur esport chez SmartTech (2021-2022). Diplômes: MBA Management Digital. Certifications: Google Data Engineer. Compétences techniques: C#, Animation, Level Design, Multiplayer Networking, AI for Games, Unity. Compétences comportementales: Pensée analytique, Adaptabilité, Communication. Langues: Allemand, Espagnol, Français. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Animateur esport."
,,,,,,,,,,,903.0,6.0,Diplôme d'ingénieur Informatique,Microsoft Azure Administrator,"['Level Design', 'C#', 'Multiplayer Networking', 'Animation', 'Unreal Engine']","['Pensée analytique', 'Gestion du temps', 'Travail en équipe']","['Arabe', 'Allemand']","Bruxelles, Belgique",Mobile,Dans 3 mois,"Expériences: Animateur esport chez InnovateLab (2018-2020). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: Level Design, C#, Multiplayer Networking, Animation, Unreal Engine. Compétences comportementales: Pensée analytique, Gestion du temps, Travail en équipe. Langues: Arabe, Allemand. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Animateur esport."
,,,,,,,,,,,904.0,12.0,Master Informatique,Adobe Certified Expert,"['Multiplayer Networking', 'Unity', 'Level Design', 'Animation', 'C#', 'AI for Games']","['Adaptabilité', 'Empathie', 'Esprit critique']","['Allemand', 'Français']","Bruxelles, Belgique",Mobile,Dans 3 mois,"Expériences: Animateur esport chez TechCorp (2017-2018). Animateur esport chez BigDataCorp (2018-2022). Animateur esport chez DevFactory (2011-2012). Diplômes: Master Informatique. Certifications: Adobe Certified Expert. Compétences techniques: Multiplayer Networking, Unity, Level Design, Animation, C#, AI for Games. Compétences comportementales: Adaptabilité, Empathie, Esprit critique. Langues: Allemand, Français. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Animateur esport."
,,,,,,,,,,,905.0,1.0,Diplôme d'ingénieur Informatique,Microsoft Azure Administrator,"['Multiplayer Networking', 'Game Design', 'Level Design', 'Animation', 'Unreal Engine', 'Unity', 'C#']","['Communication', 'Pensée analytique', 'Gestion du temps']","['Français', 'Allemand', 'Arabe']","Montréal, Canada",Ouvert au télétravail,Immédiate,"Expériences: Animateur esport chez CloudInnovate (2022-2023). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: Multiplayer Networking, Game Design, Level Design, Animation, Unreal Engine, Unity, C#. Compétences comportementales: Communication, Pensée analytique, Gestion du temps. Langues: Français, Allemand, Arabe. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Animateur esport."
,,,,,,,,,,,906.0,9.0,MBA Management Digital,Adobe Certified Expert,"['Adobe Photoshop', 'Figma', 'Prototyping', 'Typography', 'Sketch', 'InDesign']","['Travail en équipe', 'Pensée analytique', 'Résolution de problèmes']","['Anglais', 'Arabe']","Paris, France",Pas mobile,Dans 1 mois,"Expériences: Motion Designer chez CloudOps (2017-2021). Motion Designer chez TechCorp (2018-2023). Diplômes: MBA Management Digital. Certifications: Adobe Certified Expert. Compétences techniques: Adobe Photoshop, Figma, Prototyping, Typography, Sketch, InDesign. Compétences comportementales: Travail en équipe, Pensée analytique, Résolution de problèmes. Langues: Anglais, Arabe. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Motion Designer."
,,,,,,,,,,,907.0,12.0,Diplôme d’ingénieur Logiciel,Google Data Engineer,"['InDesign', 'Adobe Photoshop', 'Illustrator', 'Figma', 'Typography']","['Empathie', 'Travail en équipe', 'Gestion du temps']","['Espagnol', 'Anglais']","Bruxelles, Belgique",Ouvert au télétravail,Immédiate,"Expériences: Motion Designer chez DevFactory (2018-2021). Motion Designer chez FinTechX (2012-2014). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Google Data Engineer. Compétences techniques: InDesign, Adobe Photoshop, Illustrator, Figma, Typography. Compétences comportementales: Empathie, Travail en équipe, Gestion du temps. Langues: Espagnol, Anglais. Localisation: Bruxelles, Belgique. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Motion Designer."
,,,,,,,,,,,908.0,13.0,Diplôme d’ingénieur Logiciel,Adobe Certified Expert,"['Typography', 'UI/UX Design', 'Sketch', 'Illustrator', 'Figma', 'InDesign', 'Adobe Photoshop']","['Créativité', 'Pensée analytique', 'Gestion du temps']","['Espagnol', 'Anglais']","Bruxelles, Belgique",Pas mobile,Dans 1 mois,"Expériences: Motion Designer chez CloudOps (2012-2016). Motion Designer chez StartDev (2020-2022). Motion Designer chez SmartTech (2018-2022). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Adobe Certified Expert. Compétences techniques: Typography, UI/UX Design, Sketch, Illustrator, Figma, InDesign, Adobe Photoshop. Compétences comportementales: Créativité, Pensée analytique, Gestion du temps. Langues: Espagnol, Anglais. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Motion Designer."
,,,,,,,,,,,909.0,14.0,Master Data Science,Scrum Master,"['Sketch', 'Adobe Photoshop', 'Illustrator', 'UI/UX Design', 'Prototyping', 'Typography']","['Pensée analytique', 'Esprit critique', 'Communication']","['Français', 'Arabe']","Abidjan, Côte d’Ivoire",Pas mobile,Dans 1 mois,"Expériences: Motion Designer chez InnovateLab (2012-2015). Diplômes: Master Data Science. Certifications: Scrum Master. Compétences techniques: Sketch, Adobe Photoshop, Illustrator, UI/UX Design, Prototyping, Typography. Compétences comportementales: Pensée analytique, Esprit critique, Communication. Langues: Français, Arabe. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Motion Designer."
,,,,,,,,,,,910.0,9.0,Master Design,Google Data Engineer,"['Adobe Photoshop', 'Prototyping', 'UI/UX Design', 'InDesign', 'Figma', 'Sketch', 'Illustrator']","['Adaptabilité', 'Résolution de problèmes', 'Travail en équipe']","['Arabe', 'Anglais', 'Espagnol']","Bruxelles, Belgique",Ouvert au télétravail,Immédiate,"Expériences: Infographiste chez CloudOps (2019-2023). Infographiste chez TechCorp (2015-2017). Infographiste chez StartDev (2016-2018). Diplômes: Master Design. Certifications: Google Data Engineer. Compétences techniques: Adobe Photoshop, Prototyping, UI/UX Design, InDesign, Figma, Sketch, Illustrator. Compétences comportementales: Adaptabilité, Résolution de problèmes, Travail en équipe. Langues: Arabe, Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Infographiste."
,,,,,,,,,,,911.0,8.0,Master Design,Microsoft Azure Administrator,"['Typography', 'Sketch', 'Figma', 'Adobe Photoshop']","['Créativité', 'Esprit critique', 'Pensée analytique']","['Allemand', 'Arabe']","Bruxelles, Belgique",Pas mobile,Dans 3 mois,"Expériences: Infographiste chez DevFactory (2017-2020). Infographiste chez CloudOps (2016-2020). Diplômes: Master Design. Certifications: Microsoft Azure Administrator. Compétences techniques: Typography, Sketch, Figma, Adobe Photoshop. Compétences comportementales: Créativité, Esprit critique, Pensée analytique. Langues: Allemand, Arabe. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Infographiste."
,,,,,,,,,,,912.0,12.0,Master Design,Google Data Engineer,"['Adobe Photoshop', 'Prototyping', 'UI/UX Design', 'Illustrator']","['Résolution de problèmes', 'Créativité', 'Communication']","['Espagnol', 'Allemand', 'Français']","Bruxelles, Belgique",Pas mobile,Dans 3 mois,"Expériences: Infographiste chez FinTechX (2015-2018). Diplômes: Master Design. Certifications: Google Data Engineer. Compétences techniques: Adobe Photoshop, Prototyping, UI/UX Design, Illustrator. Compétences comportementales: Résolution de problèmes, Créativité, Communication. Langues: Espagnol, Allemand, Français. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Infographiste."
,,,,,,,,,,,913.0,10.0,PhD en Intelligence Artificielle,Kubernetes Administrator,"['Figma', 'InDesign', 'UI/UX Design', 'Prototyping', 'Adobe Photoshop', 'Illustrator']","['Pensée analytique', 'Esprit critique', 'Empathie']","['Allemand', 'Espagnol', 'Arabe']","Abidjan, Côte d’Ivoire",Ouvert au télétravail,Immédiate,"Expériences: Infographiste chez SmartTech (2015-2020). Infographiste chez CloudOps (2018-2023). Diplômes: PhD en Intelligence Artificielle. Certifications: Kubernetes Administrator. Compétences techniques: Figma, InDesign, UI/UX Design, Prototyping, Adobe Photoshop, Illustrator. Compétences comportementales: Pensée analytique, Esprit critique, Empathie. Langues: Allemand, Espagnol, Arabe. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Infographiste."
,,,,,,,,,,,914.0,6.0,Master Design,Kubernetes Administrator,"['Illustrator', 'Typography', 'InDesign', 'Figma']","['Communication', 'Gestion du temps', 'Adaptabilité']","['Français', 'Anglais', 'Allemand']","Abidjan, Côte d’Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: UI Designer chez SmartTech (2018-2023). UI Designer chez InnovateLab (2017-2018). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Illustrator, Typography, InDesign, Figma. Compétences comportementales: Communication, Gestion du temps, Adaptabilité. Langues: Français, Anglais, Allemand. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: UI Designer."
,,,,,,,,,,,915.0,14.0,Diplôme d’ingénieur Logiciel,Scrum Master,"['Typography', 'InDesign', 'Illustrator', 'UI/UX Design']","['Gestion du temps', 'Résolution de problèmes', 'Adaptabilité']","['Allemand', 'Français', 'Arabe']","Montréal, Canada",Ouvert au télétravail,Immédiate,"Expériences: UI Designer chez DevFactory (2012-2013). UI Designer chez SmartTech (2012-2017). UI Designer chez TechCorp (2013-2017). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Scrum Master. Compétences techniques: Typography, InDesign, Illustrator, UI/UX Design. Compétences comportementales: Gestion du temps, Résolution de problèmes, Adaptabilité. Langues: Allemand, Français, Arabe. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: UI Designer."
,,,,,,,,,,,916.0,14.0,Licence Informatique,Kubernetes Administrator,"['Illustrator', 'Figma', 'InDesign', 'Typography', 'Prototyping', 'Adobe Photoshop']","['Gestion du temps', 'Pensée analytique', 'Empathie']","['Français', 'Arabe']","Casablanca, Maroc",Mobile,Dans 3 mois,"Expériences: UI Designer chez CloudInnovate (2009-2011). UI Designer chez TechCorp (2021-2022). Diplômes: Licence Informatique. Certifications: Kubernetes Administrator. Compétences techniques: Illustrator, Figma, InDesign, Typography, Prototyping, Adobe Photoshop. Compétences comportementales: Gestion du temps, Pensée analytique, Empathie. Langues: Français, Arabe. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: UI Designer."
,,,,,,,,,,,917.0,14.0,Diplôme d’ingénieur Logiciel,Adobe Certified Expert,"['InDesign', 'Typography', 'Adobe Photoshop', 'UI/UX Design', 'Illustrator', 'Figma', 'Prototyping']","['Empathie', 'Adaptabilité', 'Esprit critique']","['Allemand', 'Anglais']","Casablanca, Maroc",Ouvert au télétravail,Dans 1 mois,"Expériences: UI Designer chez BigDataCorp (2019-2020). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Adobe Certified Expert. Compétences techniques: InDesign, Typography, Adobe Photoshop, UI/UX Design, Illustrator, Figma, Prototyping. Compétences comportementales: Empathie, Adaptabilité, Esprit critique. Langues: Allemand, Anglais. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: UI Designer."
,,,,,,,,,,,918.0,13.0,PhD en Intelligence Artificielle,AWS Certified Solutions Architect,"['Illustrator', 'Prototyping', 'UI/UX Design', 'Figma']","['Résolution de problèmes', 'Travail en équipe', 'Communication']","['Arabe', 'Français']","Paris, France",Ouvert au télétravail,Immédiate,"Expériences: UX Designer chez SmartTech (2012-2015). UX Designer chez InnovateLab (2013-2015). UX Designer chez InnovateLab (2015-2018). Diplômes: PhD en Intelligence Artificielle. Certifications: AWS Certified Solutions Architect. Compétences techniques: Illustrator, Prototyping, UI/UX Design, Figma. Compétences comportementales: Résolution de problèmes, Travail en équipe, Communication. Langues: Arabe, Français. Localisation: Paris, France. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: UX Designer."
,,,,,,,,,,,919.0,1.0,Diplôme d’ingénieur Logiciel,Kubernetes Administrator,"['UI/UX Design', 'Adobe Photoshop', 'Figma', 'Typography']","['Esprit critique', 'Gestion du temps', 'Résolution de problèmes']","['Allemand', 'Espagnol', 'Anglais']","Paris, France",Mobile,Dans 1 mois,"Expériences: UX Designer chez BigDataCorp (2022-2023). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Kubernetes Administrator. Compétences techniques: UI/UX Design, Adobe Photoshop, Figma, Typography. Compétences comportementales: Esprit critique, Gestion du temps, Résolution de problèmes. Langues: Allemand, Espagnol, Anglais. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: UX Designer."
,,,,,,,,,,,920.0,12.0,Master Design,AWS Certified Solutions Architect,"['InDesign', 'Figma', 'Prototyping', 'Adobe Photoshop']","['Résolution de problèmes', 'Gestion du temps', 'Créativité']","['Anglais', 'Allemand']","Casablanca, Maroc",Mobile,Dans 3 mois,"Expériences: UX Designer chez CloudOps (2013-2017). UX Designer chez TechCorp (2022-2023). Diplômes: Master Design. Certifications: AWS Certified Solutions Architect. Compétences techniques: InDesign, Figma, Prototyping, Adobe Photoshop. Compétences comportementales: Résolution de problèmes, Gestion du temps, Créativité. Langues: Anglais, Allemand. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: UX Designer."
,,,,,,,,,,,921.0,9.0,Master Design,Google Data Engineer,"['Figma', 'UI/UX Design', 'Illustrator', 'Sketch']","['Travail en équipe', 'Communication', 'Résolution de problèmes']","['Anglais', 'Arabe']","Montréal, Canada",Mobile,Dans 3 mois,"Expériences: UX Designer chez StartDev (2014-2018). Diplômes: Master Design. Certifications: Google Data Engineer. Compétences techniques: Figma, UI/UX Design, Illustrator, Sketch. Compétences comportementales: Travail en équipe, Communication, Résolution de problèmes. Langues: Anglais, Arabe. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: UX Designer."
,,,,,,,,,,,922.0,10.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['Social Media', 'Content Creation', 'SEO', 'Brand Management', 'Copywriting', 'Analytics']","['Leadership', 'Créativité', 'Pensée analytique']","['Anglais', 'Arabe']","Paris, France",Mobile,Dans 3 mois,"Expériences: Webdesigner chez DevFactory (2013-2016). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Social Media, Content Creation, SEO, Brand Management, Copywriting, Analytics. Compétences comportementales: Leadership, Créativité, Pensée analytique. Langues: Anglais, Arabe. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Webdesigner."
,,,,,,,,,,,923.0,5.0,Master Design,Aucune,"['Brand Management', 'Email Campaigns', 'Analytics', 'Content Creation', 'Copywriting']","['Esprit critique', 'Adaptabilité', 'Résolution de problèmes']","['Allemand', 'Anglais', 'Français']","Bruxelles, Belgique",Mobile,Dans 3 mois,"Expériences: Webdesigner chez TechCorp (2018-2023). Diplômes: Master Design. Certifications: Aucune. Compétences techniques: Brand Management, Email Campaigns, Analytics, Content Creation, Copywriting. Compétences comportementales: Esprit critique, Adaptabilité, Résolution de problèmes. Langues: Allemand, Anglais, Français. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Webdesigner."
,,,,,,,,,,,924.0,15.0,MBA Management Digital,Aucune,"['Social Media', 'Analytics', 'Content Creation', 'Digital Strategy', 'Brand Management']","['Travail en équipe', 'Esprit critique', 'Communication']","['Allemand', 'Arabe']","Montréal, Canada",Mobile,Immédiate,"Expériences: Webdesigner chez CloudOps (2008-2013). Diplômes: MBA Management Digital. Certifications: Aucune. Compétences techniques: Social Media, Analytics, Content Creation, Digital Strategy, Brand Management. Compétences comportementales: Travail en équipe, Esprit critique, Communication. Langues: Allemand, Arabe. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Webdesigner."
,,,,,,,,,,,925.0,15.0,Master Informatique,Microsoft Azure Administrator,"['Social Media', 'Digital Strategy', 'Email Campaigns', 'Analytics', 'Brand Management', 'SEO']","['Communication', 'Empathie', 'Esprit critique']","['Français', 'Anglais']","Casablanca, Maroc",Pas mobile,Dans 3 mois,"Expériences: Webdesigner chez InnovateLab (2015-2017). Diplômes: Master Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: Social Media, Digital Strategy, Email Campaigns, Analytics, Brand Management, SEO. Compétences comportementales: Communication, Empathie, Esprit critique. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Webdesigner."
,,,,,,,,,,,926.0,15.0,PhD en Intelligence Artificielle,Adobe Certified Expert,"['Material Science', '3D Printing Technologies', 'Slicer Software', 'Post-Processing', 'CAD Software']","['Empathie', 'Adaptabilité', 'Créativité']","['Français', 'Arabe', 'Espagnol']","Paris, France",Mobile,Dans 1 mois,"Expériences: Animateur 3D chez TechCorp (2011-2016). Diplômes: PhD en Intelligence Artificielle. Certifications: Adobe Certified Expert. Compétences techniques: Material Science, 3D Printing Technologies, Slicer Software, Post-Processing, CAD Software. Compétences comportementales: Empathie, Adaptabilité, Créativité. Langues: Français, Arabe, Espagnol. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Animateur 3D."
,,,,,,,,,,,927.0,12.0,Master Design,Kubernetes Administrator,"['Post-Processing', 'Slicer Software', 'Blender', 'Prototyping', 'Material Science', '3D Printing Technologies']","['Travail en équipe', 'Créativité', 'Pensée analytique']","['Français', 'Anglais']","Montréal, Canada",Pas mobile,Dans 1 mois,"Expériences: Animateur 3D chez DevFactory (2018-2022). Animateur 3D chez StartDev (2013-2017). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Post-Processing, Slicer Software, Blender, Prototyping, Material Science, 3D Printing Technologies. Compétences comportementales: Travail en équipe, Créativité, Pensée analytique. Langues: Français, Anglais. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Animateur 3D."
,,,,,,,,,,,928.0,7.0,Diplôme d’ingénieur Logiciel,AWS Certified Solutions Architect,"['CAD Software', '3D Modeling', 'Material Science', 'Blender', 'Post-Processing']","['Esprit critique', 'Empathie', 'Pensée analytique']","['Anglais', 'Espagnol', 'Français']","Bruxelles, Belgique",Mobile,Dans 3 mois,"Expériences: Animateur 3D chez CloudOps (2018-2023). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: AWS Certified Solutions Architect. Compétences techniques: CAD Software, 3D Modeling, Material Science, Blender, Post-Processing. Compétences comportementales: Esprit critique, Empathie, Pensée analytique. Langues: Anglais, Espagnol, Français. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Animateur 3D."
,,,,,,,,,,,929.0,14.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['Material Science', '3D Printing Technologies', 'CAD Software', 'Post-Processing', 'Slicer Software', '3D Modeling']","['Pensée analytique', 'Résolution de problèmes', 'Communication']","['Français', 'Allemand', 'Anglais']","Casablanca, Maroc",Pas mobile,Dans 3 mois,"Expériences: Animateur 3D chez DevFactory (2012-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Material Science, 3D Printing Technologies, CAD Software, Post-Processing, Slicer Software, 3D Modeling. Compétences comportementales: Pensée analytique, Résolution de problèmes, Communication. Langues: Français, Allemand, Anglais. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Animateur 3D."
,,,,,,,,,,,930.0,14.0,Licence Informatique,Aucune,"['Adobe Photoshop', 'Prototyping', 'UI/UX Design', 'Illustrator', 'Sketch']","['Leadership', 'Gestion du temps', 'Empathie']","['Arabe', 'Espagnol', 'Français']","Dakar, Sénégal",Mobile,Dans 1 mois,"Expériences: Graphiste chez CloudOps (2017-2022). Graphiste chez BigDataCorp (2011-2015). Graphiste chez TechCorp (2019-2020). Diplômes: Licence Informatique. Certifications: Aucune. Compétences techniques: Adobe Photoshop, Prototyping, UI/UX Design, Illustrator, Sketch. Compétences comportementales: Leadership, Gestion du temps, Empathie. Langues: Arabe, Espagnol, Français. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Graphiste."
,,,,,,,,,,,931.0,15.0,MBA Management Digital,Adobe Certified Expert,"['Sketch', 'Typography', 'Prototyping', 'InDesign']","['Leadership', 'Esprit critique', 'Travail en équipe']","['Français', 'Arabe']","Paris, France",Mobile,Dans 1 mois,"Expériences: Graphiste chez SmartTech (2009-2012). Graphiste chez StartDev (2016-2019). Graphiste chez StartDev (2014-2016). Diplômes: MBA Management Digital. Certifications: Adobe Certified Expert. Compétences techniques: Sketch, Typography, Prototyping, InDesign. Compétences comportementales: Leadership, Esprit critique, Travail en équipe. Langues: Français, Arabe. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Graphiste."
,,,,,,,,,,,932.0,13.0,Master Data Science,Scrum Master,"['Typography', 'Illustrator', 'Adobe Photoshop', 'Sketch']","['Résolution de problèmes', 'Leadership', 'Pensée analytique']","['Espagnol', 'Allemand']","Abidjan, Côte d’Ivoire",Ouvert au télétravail,Immédiate,"Expériences: Graphiste chez CloudOps (2012-2013). Diplômes: Master Data Science. Certifications: Scrum Master. Compétences techniques: Typography, Illustrator, Adobe Photoshop, Sketch. Compétences comportementales: Résolution de problèmes, Leadership, Pensée analytique. Langues: Espagnol, Allemand. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Graphiste."
,,,,,,,,,,,933.0,11.0,Master Informatique,Microsoft Azure Administrator,"['Sketch', 'Prototyping', 'Typography', 'Figma', 'InDesign', 'Adobe Photoshop']","['Leadership', 'Adaptabilité', 'Communication']","['Français', 'Anglais', 'Arabe']","Dakar, Sénégal",Pas mobile,Dans 1 mois,"Expériences: Graphiste chez CloudInnovate (2019-2021). Diplômes: Master Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: Sketch, Prototyping, Typography, Figma, InDesign, Adobe Photoshop. Compétences comportementales: Leadership, Adaptabilité, Communication. Langues: Français, Anglais, Arabe. Localisation: Dakar, Sénégal. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Graphiste."
