id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text
257,14,MBA Management Digital,Adobe Certified Expert,"['Wireframing', 'Illustrator', 'Unreal Engine', 'Sketch', 'Blender', 'Photoshop']","['Esprit critique', 'Pensée analytique', 'Travail en équipe']","['Français', 'Anglais', 'Espagnol']","Paris, France",Mobile,Dans 1 mois,"Expériences: Webdesigner chez TechCorp (2010-2012). Directeur artistique chez DigitalFirst (2012-2015). UI Designer chez TechCorp (2014-2016). Diplômes: MBA Management Digital. Certifications: Adobe Certified Expert. Compétences techniques: Wireframing, Illustrator, Unreal Engine, Sketch, Blender, Photoshop. Compétences comportementales: Esprit critique, Pensée analytique, Travail en équipe. Langues: Français, Anglais, Espagnol. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Infographiste."
258,10,PhD en Intelligence Artificielle,Microsoft Azure Administrator,"['UX Design', 'Wireframing', 'Illustrator', 'Premiere Pro', 'Adobe XD', 'Unity', 'Sketch', 'Blender']","['Pensée analytique', 'Gestion du temps', 'Empathie']","['Français', 'Anglais']","Bamako, Mali",Mobile,Immédiate,"Expériences: UX Designer chez DigitalFirst (2014-2016). Webdesigner chez CloudInnovate (2016-2018). Webdesigner chez DataSolutions (2018-2019). Diplômes: PhD en Intelligence Artificielle. Certifications: Microsoft Azure Administrator. Compétences techniques: UX Design, Wireframing, Illustrator, Premiere Pro, Adobe XD, Unity, Sketch, Blender. Compétences comportementales: Pensée analytique, Gestion du temps, Empathie. Langues: Français, Anglais. Localisation: Bamako, Mali. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Fablab manager."
259,1,Master Design,Adobe Certified Expert,"['CSS', 'Illustrator', 'Adobe XD', 'Design Thinking', 'Prototyping', 'InDesign', 'Unreal Engine', 'HTML']","['Pensée analytique', 'Gestion du temps', 'Empathie']","['Français', 'Arabe']","Bruxelles, Belgique",Pas mobile,Immédiate,"Expériences: Motion Designer chez InnovateLab (2023-2025). Diplômes: Master Design. Certifications: Adobe Certified Expert. Compétences techniques: CSS, Illustrator, Adobe XD, Design Thinking, Prototyping, InDesign, Unreal Engine, HTML. Compétences comportementales: Pensée analytique, Gestion du temps, Empathie. Langues: Français, Arabe. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Réalisateur de jeux vidéos."
260,7,Diplôme d'ingénieur Informatique,HubSpot Marketing,"['Sketch', 'Unity', 'Adobe XD', 'InDesign', 'CSS', 'Unreal Engine', 'UX Design']","['Empathie', 'Communication', 'Gestion du temps']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Pas mobile,Immédiate,"Expériences: Motion Designer chez SmartTech (2017-2019). Webdesigner chez DigitalFirst (2019-2022). Directeur artistique chez DataDriven (2021-2024). Diplômes: Diplôme d'ingénieur Informatique. Certifications: HubSpot Marketing. Compétences techniques: Sketch, Unity, Adobe XD, InDesign, CSS, Unreal Engine, UX Design. Compétences comportementales: Empathie, Communication, Gestion du temps. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: UX Designer."
261,12,Diplôme d'ingénieur Logiciel,Kubernetes Administrator,"['Sketch', 'Blender', 'HTML', 'UX Design', 'CSS', 'Premiere Pro', 'Wireframing']","['Créativité', 'Empathie', 'Communication']","['Français', 'Anglais']","Bruxelles, Belgique",Pas mobile,Immédiate,"Expériences: Game Designer chez TechCorp (2012-2013). UX Designer chez InnovateLab (2014-2016). Graphiste chez TechVentures (2016-2017). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: Kubernetes Administrator. Compétences techniques: Sketch, Blender, HTML, UX Design, CSS, Premiere Pro, Wireframing. Compétences comportementales: Créativité, Empathie, Communication. Langues: Français, Anglais. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Développeur gameplay."
262,5,Master Data Science,AWS Certified Solutions Architect,"['Sketch', 'CSS', 'Unreal Engine', 'Photoshop', 'Blender', 'After Effects']","['Empathie', 'Pensée analytique', 'Leadership']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Pas mobile,Dans 3 mois,"Expériences: Directeur artistique chez DigitalFirst (2019-2022). Directeur artistique chez CloudMasters (2021-2023). Diplômes: Master Data Science. Certifications: AWS Certified Solutions Architect. Compétences techniques: Sketch, CSS, Unreal Engine, Photoshop, Blender, After Effects. Compétences comportementales: Empathie, Pensée analytique, Leadership. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Animateur 3D."
263,14,Master Design,Aucune,"['Sketch', 'Unreal Engine', 'Blender', 'HTML', 'Illustrator', 'InDesign']","['Leadership', 'Résolution de problèmes', 'Gestion du temps']","['Français', 'Anglais', 'Allemand']","Lyon, France",Pas mobile,Dans 3 mois,"Expériences: Webdesigner chez CloudInnovate (2010-2013). Directeur artistique chez StartupHub (2012-2015). UI Designer chez AgileTeam (2014-2017). Diplômes: Master Design. Certifications: Aucune. Compétences techniques: Sketch, Unreal Engine, Blender, HTML, Illustrator, InDesign. Compétences comportementales: Leadership, Résolution de problèmes, Gestion du temps. Langues: Français, Anglais, Allemand. Localisation: Lyon, France. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Motion Designer."
264,10,DUT Réseaux et Télécommunications,Microsoft Azure Administrator,"['Figma', 'Adobe XD', 'Design Thinking', 'Unity', 'Photoshop', 'Premiere Pro', 'UX Design']","['Pensée analytique', 'Travail en équipe', 'Communication']",['Français'],"Lyon, France",Mobile,Immédiate,"Expériences: Game Designer chez CloudMasters (2014-2015). UX Designer chez CloudInnovate (2016-2018). UX Designer chez AgileTeam (2018-2019). Diplômes: DUT Réseaux et Télécommunications. Certifications: Microsoft Azure Administrator. Compétences techniques: Figma, Adobe XD, Design Thinking, Unity, Photoshop, Premiere Pro, UX Design. Compétences comportementales: Pensée analytique, Travail en équipe, Communication. Langues: Français. Localisation: Lyon, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Chargé de production vidéos."
265,11,PhD en Intelligence Artificielle,Microsoft Azure Administrator,"['Wireframing', 'UI Design', 'Illustrator', 'After Effects', 'Premiere Pro', 'Blender', 'Figma', 'Unreal Engine']","['Créativité', 'Esprit critique', 'Pensée analytique']","['Français', 'Arabe']","Bruxelles, Belgique",Mobile,Dans 1 mois,"Expériences: Graphiste chez AgileTeam (2013-2015). UX Designer chez DataSolutions (2015-2016). Webdesigner chez TechVentures (2017-2019). Diplômes: PhD en Intelligence Artificielle. Certifications: Microsoft Azure Administrator. Compétences techniques: Wireframing, UI Design, Illustrator, After Effects, Premiere Pro, Blender, Figma, Unreal Engine. Compétences comportementales: Créativité, Esprit critique, Pensée analytique. Langues: Français, Arabe. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Animateur esport."
266,9,PhD en Intelligence Artificielle,Kubernetes Administrator,"['Firewall', 'Wireshark', 'Ansible', 'Python', 'Docker', 'Metasploit', 'AWS', 'PowerShell']","['Empathie', 'Gestion du temps', 'Communication']","['Français', 'Arabe']","Dakar, Sénégal",Pas mobile,Dans 3 mois,"Expériences: Ingénieur DevOps chez TechCorp (2015-2018). Expert sécurité chez TechVentures (2017-2019). Ingénieur Cloud chez CloudInnovate (2019-2022). Diplômes: PhD en Intelligence Artificielle. Certifications: Kubernetes Administrator. Compétences techniques: Firewall, Wireshark, Ansible, Python, Docker, Metasploit, AWS, PowerShell. Compétences comportementales: Empathie, Gestion du temps, Communication. Langues: Français, Arabe. Localisation: Dakar, Sénégal. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique."
267,4,Master Informatique,CEH,"['Bash', 'Kubernetes', 'Docker', 'Linux', 'VPN', 'AWS']","['Pensée analytique', 'Gestion du temps', 'Adaptabilité']",['Français'],"Bamako, Mali",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DataDriven (2020-2022). Expert sécurité chez DataSolutions (2022-2024). Diplômes: Master Informatique. Certifications: CEH. Compétences techniques: Bash, Kubernetes, Docker, Linux, VPN, AWS. Compétences comportementales: Pensée analytique, Gestion du temps, Adaptabilité. Langues: Français. Localisation: Bamako, Mali. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Analyste cybersécurité."
268,13,Master Marketing Digital,Scrum Master,"['Wireshark', 'Penetration Testing', 'Terraform', 'Python', 'SIEM', 'Azure']","['Communication', 'Créativité', 'Empathie']","['Français', 'Anglais', 'Allemand']","Montréal, Canada",Mobile,Immédiate,"Expériences: Ingénieur DevOps chez AgileTeam (2011-2014). Administrateur système chez CloudMasters (2013-2014). Expert sécurité chez TechVentures (2015-2018). Diplômes: Master Marketing Digital. Certifications: Scrum Master. Compétences techniques: Wireshark, Penetration Testing, Terraform, Python, SIEM, Azure. Compétences comportementales: Communication, Créativité, Empathie. Langues: Français, Anglais, Allemand. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Technicien maintenance informatique."
269,4,Diplôme d'ingénieur Informatique,HubSpot Marketing,"['Nmap', 'Cisco', 'GCP', 'SIEM', 'Linux', 'VPN', 'Python', 'Kubernetes']","['Résolution de problèmes', 'Pensée analytique', 'Créativité']","['Français', 'Arabe']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2020-2021). Ingénieur Cloud chez DataSolutions (2022-2025). Diplômes: Diplôme d'ingénieur Informatique. Certifications: HubSpot Marketing. Compétences techniques: Nmap, Cisco, GCP, SIEM, Linux, VPN, Python, Kubernetes. Compétences comportementales: Résolution de problèmes, Pensée analytique, Créativité. Langues: Français, Arabe. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Technicien système et réseau."
270,11,PhD en Intelligence Artificielle,CEH,"['Kubernetes', 'AWS', 'Terraform', 'PowerShell', 'Firewall', 'Penetration Testing', 'Windows Server', 'GCP']","['Gestion du temps', 'Adaptabilité', 'Travail en équipe']",['Français'],"Bruxelles, Belgique",Pas mobile,Immédiate,"Expériences: Analyste cybersécurité chez CloudMasters (2013-2015). Expert sécurité chez InnovateLab (2015-2018). Ingénieur Cloud chez SmartTech (2017-2018). Diplômes: PhD en Intelligence Artificielle. Certifications: CEH. Compétences techniques: Kubernetes, AWS, Terraform, PowerShell, Firewall, Penetration Testing, Windows Server, GCP. Compétences comportementales: Gestion du temps, Adaptabilité, Travail en équipe. Langues: Français. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Ingénieur en informatique embarquée."
271,7,Licence Informatique,Kubernetes Administrator,"['Nmap', 'VPN', 'SIEM', 'Windows Server', 'Metasploit', 'Linux', 'Penetration Testing']","['Gestion du temps', 'Résolution de problèmes', 'Leadership']","['Anglais', 'Espagnol']","Paris, France",Pas mobile,Immédiate,"Expériences: Ingénieur Cloud chez DevFactory (2017-2020). Ingénieur DevOps chez CloudMasters (2019-2021). Ingénieur DevOps chez StartupHub (2021-2023). Diplômes: Licence Informatique. Certifications: Kubernetes Administrator. Compétences techniques: Nmap, VPN, SIEM, Windows Server, Metasploit, Linux, Penetration Testing. Compétences comportementales: Gestion du temps, Résolution de problèmes, Leadership. Langues: Anglais, Espagnol. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Analyste cybersécurité."
272,1,Master Marketing Digital,CISSP,"['VPN', 'Ansible', 'PowerShell', 'Windows Server', 'AWS', 'Firewall', 'Cisco']","['Gestion du temps', 'Esprit critique', 'Adaptabilité']","['Français', 'Anglais', 'Espagnol']","Lyon, France",Ouvert au télétravail,Dans 1 mois,"Expériences: Architecte réseau chez DataSolutions (2023-2025). Diplômes: Master Marketing Digital. Certifications: CISSP. Compétences techniques: VPN, Ansible, PowerShell, Windows Server, AWS, Firewall, Cisco. Compétences comportementales: Gestion du temps, Esprit critique, Adaptabilité. Langues: Français, Anglais, Espagnol. Localisation: Lyon, France. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Développeur systèmes embarqués."
273,1,Master Marketing Digital,Aucune,"['Azure', 'Metasploit', 'Windows Server', 'PowerShell', 'Kubernetes', 'Cisco', 'VPN']","['Communication', 'Esprit critique', 'Leadership']","['Français', 'Anglais', 'Allemand']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Immédiate,"Expériences: Architecte réseau chez CloudMasters (2023-2025). Diplômes: Master Marketing Digital. Certifications: Aucune. Compétences techniques: Azure, Metasploit, Windows Server, PowerShell, Kubernetes, Cisco, VPN. Compétences comportementales: Communication, Esprit critique, Leadership. Langues: Français, Anglais, Allemand. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Technicien cloud."
274,2,Licence Informatique,Adobe Certified Expert,"['Metasploit', 'Kubernetes', 'Azure', 'Docker', 'Penetration Testing', 'Windows Server', 'Linux']","['Résolution de problèmes', 'Pensée analytique', 'Gestion du temps']","['Anglais', 'Espagnol']","Paris, France",Pas mobile,Dans 1 mois,"Expériences: Administrateur système chez CloudMasters (2022-2023). Diplômes: Licence Informatique. Certifications: Adobe Certified Expert. Compétences techniques: Metasploit, Kubernetes, Azure, Docker, Penetration Testing, Windows Server, Linux. Compétences comportementales: Résolution de problèmes, Pensée analytique, Gestion du temps. Langues: Anglais, Espagnol. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Expert Sécurité IT."
275,8,Master Data Science,Microsoft Azure Administrator,"['Windows Server', 'Ansible', 'SIEM', 'GCP', 'Linux', 'AWS', 'Wireshark', 'VPN']","['Communication', 'Gestion du temps', 'Résolution de problèmes']",['Français'],"Bruxelles, Belgique",Ouvert au télétravail,Dans 1 mois,"Expériences: Expert sécurité chez StartupHub (2016-2019). Expert sécurité chez DevFactory (2018-2019). Analyste cybersécurité chez TechVentures (2020-2022). Diplômes: Master Data Science. Certifications: Microsoft Azure Administrator. Compétences techniques: Windows Server, Ansible, SIEM, GCP, Linux, AWS, Wireshark, VPN. Compétences comportementales: Communication, Gestion du temps, Résolution de problèmes. Langues: Français. Localisation: Bruxelles, Belgique. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Ingénieur réseau."
276,3,Diplôme d'ingénieur Logiciel,Microsoft Azure Administrator,"['Wireshark', 'Python', 'GCP', 'Ansible', 'Cisco', 'Terraform']","['Résolution de problèmes', 'Pensée analytique', 'Adaptabilité']","['Anglais', 'Espagnol']","Lyon, France",Mobile,Immédiate,"Expériences: Administrateur système chez InnovateLab (2021-2022). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: Microsoft Azure Administrator. Compétences techniques: Wireshark, Python, GCP, Ansible, Cisco, Terraform. Compétences comportementales: Résolution de problèmes, Pensée analytique, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Lyon, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Technicien système et réseau."
277,1,PhD en Intelligence Artificielle,HubSpot Marketing,"['Python', 'Terraform', 'Windows Server', 'Ansible', 'AWS', 'Azure', 'Metasploit']","['Créativité', 'Résolution de problèmes', 'Empathie']",['Français'],"Casablanca, Maroc",Ouvert au télétravail,Dans 3 mois,"Expériences: Architecte réseau chez CloudMasters (2023-2025). Diplômes: PhD en Intelligence Artificielle. Certifications: HubSpot Marketing. Compétences techniques: Python, Terraform, Windows Server, Ansible, AWS, Azure, Metasploit. Compétences comportementales: Créativité, Résolution de problèmes, Empathie. Langues: Français. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Gestionnaire de parc micro-informatique."
278,14,PhD en Intelligence Artificielle,Google Data Engineer,"['GCP', 'Wireshark', 'Nmap', 'Terraform', 'Docker', 'Kubernetes', 'Linux', 'VPN']","['Adaptabilité', 'Leadership', 'Gestion du temps']","['Français', 'Anglais', 'Allemand']","Lyon, France",Ouvert au télétravail,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2010-2013). Ingénieur Cloud chez CloudInnovate (2012-2013). Architecte réseau chez CloudInnovate (2014-2017). Diplômes: PhD en Intelligence Artificielle. Certifications: Google Data Engineer. Compétences techniques: GCP, Wireshark, Nmap, Terraform, Docker, Kubernetes, Linux, VPN. Compétences comportementales: Adaptabilité, Leadership, Gestion du temps. Langues: Français, Anglais, Allemand. Localisation: Lyon, France. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Ingénieur IOT."
279,9,MBA Management Digital,CISSP,"['GCP', 'Python', 'Wireshark', 'Azure', 'Docker', 'SIEM', 'Kubernetes', 'Nmap']","['Communication', 'Créativité', 'Empathie']",['Français'],"Paris, France",Mobile,Dans 3 mois,"Expériences: Architecte réseau chez InnovateLab (2015-2017). Ingénieur DevOps chez DevFactory (2017-2018). Analyste cybersécurité chez DataSolutions (2019-2022). Diplômes: MBA Management Digital. Certifications: CISSP. Compétences techniques: GCP, Python, Wireshark, Azure, Docker, SIEM, Kubernetes, Nmap. Compétences comportementales: Communication, Créativité, Empathie. Langues: Français. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Security Architect."
280,11,Licence Communication,HubSpot Marketing,"['Nmap', 'AWS', 'Linux', 'Wireshark', 'GCP', 'PowerShell', 'Cisco', 'Azure']","['Adaptabilité', 'Leadership', 'Résolution de problèmes']","['Français', 'Anglais', 'Allemand']","Bamako, Mali",Pas mobile,Dans 1 mois,"Expériences: Analyste cybersécurité chez SmartTech (2013-2016). Ingénieur DevOps chez AgileTeam (2015-2017). Expert sécurité chez DataDriven (2017-2019). Diplômes: Licence Communication. Certifications: HubSpot Marketing. Compétences techniques: Nmap, AWS, Linux, Wireshark, GCP, PowerShell, Cisco, Azure. Compétences comportementales: Adaptabilité, Leadership, Résolution de problèmes. Langues: Français, Anglais, Allemand. Localisation: Bamako, Mali. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Délégué à la protection des données (DPD)."
281,3,Licence Communication,Microsoft Azure Administrator,"['Wireshark', 'Linux', 'Penetration Testing', 'Cisco', 'GCP', 'Ansible', 'AWS']","['Leadership', 'Adaptabilité', 'Pensée analytique']",['Français'],"Tunis, Tunisie",Ouvert au télétravail,Immédiate,"Expériences: Architecte réseau chez TechVentures (2021-2023). Diplômes: Licence Communication. Certifications: Microsoft Azure Administrator. Compétences techniques: Wireshark, Linux, Penetration Testing, Cisco, GCP, Ansible, AWS. Compétences comportementales: Leadership, Adaptabilité, Pensée analytique. Langues: Français. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Architecte IoT."
282,2,Master Data Science,Google Data Engineer,"['Kubernetes', 'VPN', 'Python', 'Penetration Testing', 'Metasploit', 'GCP', 'Windows Server', 'Bash']","['Travail en équipe', 'Gestion du temps', 'Communication']","['Anglais', 'Espagnol']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Immédiate,"Expériences: Ingénieur DevOps chez InnovateLab (2022-2024). Diplômes: Master Data Science. Certifications: Google Data Engineer. Compétences techniques: Kubernetes, VPN, Python, Penetration Testing, Metasploit, GCP, Windows Server, Bash. Compétences comportementales: Travail en équipe, Gestion du temps, Communication. Langues: Anglais, Espagnol. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Spécialiste support."
283,4,DUT Réseaux et Télécommunications,AWS Certified Solutions Architect,"['Bash', 'Cisco', 'AWS', 'Linux', 'Kubernetes', 'GCP', 'Windows Server']","['Gestion du temps', 'Esprit critique', 'Résolution de problèmes']",['Français'],"Genève, Suisse",Ouvert au télétravail,Immédiate,"Expériences: Administrateur système chez DevFactory (2020-2021). Ingénieur Cloud chez DataSolutions (2022-2025). Diplômes: DUT Réseaux et Télécommunications. Certifications: AWS Certified Solutions Architect. Compétences techniques: Bash, Cisco, AWS, Linux, Kubernetes, GCP, Windows Server. Compétences comportementales: Gestion du temps, Esprit critique, Résolution de problèmes. Langues: Français. Localisation: Genève, Suisse. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Architecte Cloud."
284,3,Master Informatique,Aucune,"['Penetration Testing', 'Azure', 'Wireshark', 'PowerShell', 'Metasploit', 'VPN', 'GCP', 'Kubernetes']","['Créativité', 'Travail en équipe', 'Communication']",['Français'],"Tunis, Tunisie",Mobile,Dans 3 mois,"Expériences: Analyste cybersécurité chez CloudMasters (2021-2023). Diplômes: Master Informatique. Certifications: Aucune. Compétences techniques: Penetration Testing, Azure, Wireshark, PowerShell, Metasploit, VPN, GCP, Kubernetes. Compétences comportementales: Créativité, Travail en équipe, Communication. Langues: Français. Localisation: Tunis, Tunisie. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Ingénieur télécom."
285,3,MBA Management Digital,Kubernetes Administrator,"['Bash', 'Azure', 'Firewall', 'GCP', 'Nmap', 'Wireshark', 'Python']","['Communication', 'Empathie', 'Créativité']","['Anglais', 'Espagnol']","Dakar, Sénégal",Pas mobile,Dans 1 mois,"Expériences: Analyste cybersécurité chez DataDriven (2021-2022). Diplômes: MBA Management Digital. Certifications: Kubernetes Administrator. Compétences techniques: Bash, Azure, Firewall, GCP, Nmap, Wireshark, Python. Compétences comportementales: Communication, Empathie, Créativité. Langues: Anglais, Espagnol. Localisation: Dakar, Sénégal. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Responsable sécurité des systèmes d'information (RSSI)."
286,12,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['Ansible', 'Docker', 'Cisco', 'AWS', 'Bash']","['Adaptabilité', 'Travail en équipe', 'Empathie']","['Français', 'Anglais', 'Espagnol']","Dakar, Sénégal",Ouvert au télétravail,Immédiate,"Expériences: Ingénieur DevOps chez InnovateLab (2012-2013). Administrateur système chez StartupHub (2014-2015). Expert sécurité chez CloudMasters (2016-2019). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Ansible, Docker, Cisco, AWS, Bash. Compétences comportementales: Adaptabilité, Travail en équipe, Empathie. Langues: Français, Anglais, Espagnol. Localisation: Dakar, Sénégal. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Spécialiste systèmes, réseaux et sécurité."
287,7,BTS Informatique,PMP,"['Wireshark', 'Linux', 'Azure', 'Metasploit', 'Penetration Testing', 'Firewall', 'Bash']","['Pensée analytique', 'Travail en équipe', 'Esprit critique']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Pas mobile,Dans 3 mois,"Expériences: Analyste cybersécurité chez DataSolutions (2017-2018). Analyste cybersécurité chez AgileTeam (2019-2021). Expert sécurité chez InnovateLab (2021-2024). Diplômes: BTS Informatique. Certifications: PMP. Compétences techniques: Wireshark, Linux, Azure, Metasploit, Penetration Testing, Firewall, Bash. Compétences comportementales: Pensée analytique, Travail en équipe, Esprit critique. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Security Architect."
288,12,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['GCP', 'Firewall', 'Docker', 'AWS', 'PowerShell']","['Communication', 'Résolution de problèmes', 'Adaptabilité']","['Anglais', 'Espagnol']","Paris, France",Pas mobile,Dans 3 mois,"Expériences: Analyste cybersécurité chez CloudInnovate (2012-2015). Analyste cybersécurité chez CloudMasters (2014-2016). Analyste cybersécurité chez TechCorp (2016-2018). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: GCP, Firewall, Docker, AWS, PowerShell. Compétences comportementales: Communication, Résolution de problèmes, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Expert en technologie de l’information."
289,2,Master Marketing Digital,Kubernetes Administrator,"['Kubernetes', 'Linux', 'AWS', 'Ansible', 'Firewall', 'PowerShell', 'VPN']","['Résolution de problèmes', 'Adaptabilité', 'Empathie']","['Français', 'Anglais']","Paris, France",Mobile,Immédiate,"Expériences: Administrateur système chez DevFactory (2022-2025). Diplômes: Master Marketing Digital. Certifications: Kubernetes Administrator. Compétences techniques: Kubernetes, Linux, AWS, Ansible, Firewall, PowerShell, VPN. Compétences comportementales: Résolution de problèmes, Adaptabilité, Empathie. Langues: Français, Anglais. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Technicien cybersécurité."
290,13,PhD en Intelligence Artificielle,AWS Certified Solutions Architect,"['Nmap', 'SIEM', 'Penetration Testing', 'Windows Server', 'Bash', 'Azure', 'Terraform']","['Travail en équipe', 'Pensée analytique', 'Empathie']","['Français', 'Anglais', 'Espagnol']","Casablanca, Maroc",Mobile,Dans 3 mois,"Expériences: Ingénieur DevOps chez SmartTech (2011-2012). Architecte réseau chez TechVentures (2013-2015). Ingénieur DevOps chez TechCorp (2015-2016). Diplômes: PhD en Intelligence Artificielle. Certifications: AWS Certified Solutions Architect. Compétences techniques: Nmap, SIEM, Penetration Testing, Windows Server, Bash, Azure, Terraform. Compétences comportementales: Travail en équipe, Pensée analytique, Empathie. Langues: Français, Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Développeur IOT."
291,12,Licence Communication,HubSpot Marketing,"['Metasploit', 'SIEM', 'Penetration Testing', 'Wireshark', 'Firewall', 'AWS']","['Empathie', 'Pensée analytique', 'Résolution de problèmes']","['Anglais', 'Espagnol']","Lyon, France",Pas mobile,Dans 3 mois,"Expériences: Ingénieur DevOps chez SmartTech (2012-2013). Analyste cybersécurité chez SmartTech (2014-2016). Expert sécurité chez CloudMasters (2016-2019). Diplômes: Licence Communication. Certifications: HubSpot Marketing. Compétences techniques: Metasploit, SIEM, Penetration Testing, Wireshark, Firewall, AWS. Compétences comportementales: Empathie, Pensée analytique, Résolution de problèmes. Langues: Anglais, Espagnol. Localisation: Lyon, France. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Technicien en télécommunication."
292,2,Diplôme d'ingénieur Informatique,Aucune,"['Wireshark', 'Docker', 'Nmap', 'Penetration Testing', 'Metasploit']","['Créativité', 'Communication', 'Résolution de problèmes']",['Français'],"Montréal, Canada",Mobile,Immédiate,"Expériences: Ingénieur DevOps chez CloudMasters (2022-2025). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Aucune. Compétences techniques: Wireshark, Docker, Nmap, Penetration Testing, Metasploit. Compétences comportementales: Créativité, Communication, Résolution de problèmes. Langues: Français. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Analyste de la menace."
293,2,Master Informatique,Microsoft Azure Administrator,"['Python', 'Firewall', 'Linux', 'Metasploit', 'Azure', 'PowerShell', 'Wireshark']","['Résolution de problèmes', 'Leadership', 'Empathie']","['Français', 'Anglais', 'Allemand']","Paris, France",Mobile,Immédiate,"Expériences: Expert sécurité chez TechCorp (2022-2023). Diplômes: Master Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: Python, Firewall, Linux, Metasploit, Azure, PowerShell, Wireshark. Compétences comportementales: Résolution de problèmes, Leadership, Empathie. Langues: Français, Anglais, Allemand. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Ingénieur Cloud computing."
